@RELATION svm_paper_noise
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {002-Noise,001-Paper}

@DATA
0.055848,0.026274,3.058086,0.124098,0.161906,0.526760,0.016105,0.081289,-27.032639,0.151080,0.048861,0.269715,-0.150464,0.308613,0.119113,0.178703,-0.526363,-0.294451,0.123126,0.207221,-0.189340,0.005416,0.003060,0.033234,0.008463,0.022091,0.007220,0.097230,0.001637,0.004140,0.002179,0.004155,0.007710,0.033603,-0.000159,-0.000039,-0.003886,0.000000,0.000303,-0.000150,0.000149,-0.000399,-0.056937,-0.007122,0.015345,0.009368,0.007671,0.006381,-0.001639,-0.001533,-0.000965,0.003575,0.006946,0.000417,0.003593,-0.000074,-0.000138,0.002738,-0.000765,-0.000372,-0.000019,0.000921,-0.000013,-0.000028,-0.000049,-0.000003,-0.000017,0.000631,0.031571,0.033953,0.260750,0.026739,0.030355,0.338991,0.010606,0.047605,2.794384,1.516164,0.592465,0.387269,0.501785,0.378795,0.480352,0.354636,0.398612,0.389696,0.359287,0.239983,0.192709,0.008733,0.006521,0.046123,0.013493,0.022925,0.013338,0.120456,0.003857,0.007380,0.003984,0.006161,0.017579,0.031875,0.019588,0.024423,0.224203,0.031364,0.035615,0.272777,0.012697,0.039038,1.755748,0.824297,0.582870,0.394280,0.491393,0.347398,0.393654,0.435915,0.459281,0.364231,0.358385,0.266776,0.203892,0.009873,0.007499,0.041829,0.017067,0.028819,0.018175,0.091778,0.005027,0.008752,0.004876,0.007679,0.021320,0.023737,002-Noise
0.024950,0.031196,3.024372,0.096584,0.173856,0.048461,0.046081,0.029701,-28.073955,2.081258,-0.895890,0.365371,-0.270685,-0.111690,0.351147,0.346838,-0.033345,0.012297,0.080287,0.055044,0.014026,0.005464,0.004163,0.024566,0.008784,0.074992,0.005687,0.052319,0.001097,0.002304,0.003749,0.010642,0.006320,0.036024,-0.000136,0.000013,-0.000216,-0.000474,-0.000203,-0.000386,0.000280,-0.000036,-0.000486,-0.015639,0.006062,0.002169,-0.003181,-0.000454,-0.005947,-0.002900,0.000439,0.002949,0.000260,0.001622,0.000300,-0.000016,0.000000,-0.000042,-0.000017,0.000251,-0.000005,-0.000130,-0.000001,-0.000001,-0.000036,-0.000254,-0.000007,0.000069,0.015245,0.030676,0.329476,0.026403,0.037182,0.055169,0.047521,0.022103,2.925108,0.898559,0.911904,0.415703,0.436041,0.518817,0.402697,0.447900,0.436536,0.479049,0.349086,0.282375,0.203698,0.009830,0.007325,0.028736,0.017232,0.051868,0.011439,0.079664,0.002806,0.005214,0.007729,0.019239,0.015833,0.017052,0.010445,0.018012,0.380337,0.033394,0.042112,0.043949,0.056352,0.011042,2.104936,0.697688,0.633736,0.471937,0.395499,0.450362,0.350106,0.396759,0.382832,0.379653,0.313638,0.251166,0.211070,0.010409,0.009010,0.036715,0.018616,0.052623,0.012252,0.098436,0.003773,0.005756,0.009720,0.015229,0.021098,0.019415,002-Noise
0.018507,0.035840,2.910257,0.119925,0.203744,0.085983,0.044960,0.019192,-27.172932,1.865990,-0.026459,0.428872,0.096659,0.224792,0.273001,0.300648,0.009332,0.092735,0.097218,0.094735,0.082314,0.001106,0.002246,0.029815,0.001460,0.092800,0.001138,0.128742,0.001165,0.001212,0.000860,0.003383,0.000230,0.052534,-0.000458,0.001160,-0.003617,-0.000332,0.000270,-0.002491,0.000483,-0.000799,-0.006060,0.015011,0.003992,-0.006048,0.001676,-0.002596,-0.000200,-0.001622,0.007838,0.001454,-0.006278,0.002990,0.005154,-0.000102,-0.000069,-0.000150,-0.000010,0.001394,-0.000473,-0.001458,-0.000002,-0.000005,-0.000015,-0.000040,-0.000004,-0.000090,0.017048,0.031473,0.246565,0.029658,0.025125,0.112599,0.052602,0.023160,1.517347,0.669180,0.431472,0.307197,0.265633,0.286804,0.302341,0.297435,0.287380,0.301146,0.319919,0.214937,0.174417,0.001696,0.004776,0.037245,0.002178,0.052548,0.002410,0.124469,0.002692,0.003020,0.001316,0.004682,0.000324,0.024250,0.018863,0.041335,0.321717,0.037992,0.029830,0.135658,0.073951,0.022738,1.562094,0.507153,0.434166,0.278503,0.279713,0.297830,0.320876,0.274231,0.237250,0.295417,0.282021,0.215484,0.198685,0.002312,0.004145,0.051058,0.002553,0.070288,0.002134,0.145428,0.002873,0.003842,0.001972,0.006664,0.000410,0.025644,002-Noise
0.039646,0.030421,3.099730,0.153709,0.209487,0.195852,0.019129,0.037858,-33.318518,1.110141,0.149459,0.571365,0.175347,0.620217,0.356570,0.193965,0.056061,0.281224,0.160185,0.072510,0.063753,0.002450,0.000929,0.003032,0.000759,0.112918,0.001480,0.012039,0.004135,0.002018,0.005177,0.003984,0.001940,0.035884,-0.000295,0.000000,0.002086,-0.000618,-0.000308,-0.000623,0.000067,-0.000054,-0.005888,0.004355,-0.002412,-0.001450,-0.000417,0.002839,0.000237,0.000523,0.000615,0.000921,0.000296,-0.002965,-0.000078,-0.000009,-0.000000,-0.000038,-0.000001,-0.000094,-0.000002,-0.000191,-0.000000,-0.000000,-0.000002,-0.000002,-0.000000,-0.000023,0.025870,0.037783,0.355102,0.031909,0.040013,0.232082,0.021278,0.033565,4.645080,1.150212,0.730701,0.449685,0.323225,0.333759,0.276868,0.290194,0.317592,0.319770,0.278559,0.226863,0.151393,0.006007,0.002476,0.004144,0.001838,0.060243,0.001983,0.015150,0.008172,0.005909,0.011516,0.008231,0.004646,0.012915,0.018348,0.027474,0.505069,0.030158,0.033704,0.153492,0.031566,0.019705,2.587943,0.692650,0.562987,0.305477,0.334896,0.296077,0.266068,0.268516,0.291855,0.285337,0.246700,0.228601,0.190182,0.008031,0.003401,0.005052,0.002364,0.036960,0.002481,0.018356,0.009908,0.005724,0.014945,0.007464,0.005775,0.012369,002-Noise
0.011121,0.014899,3.260363,0.036397,0.049075,0.094158,0.010037,0.011624,-45.502468,0.204248,-0.073020,0.180643,0.009083,0.153730,0.102836,-0.013541,-0.046755,0.123840,0.057235,-0.025611,0.046686,0.000611,0.000218,0.001303,0.000675,0.145513,0.000951,0.004760,0.005619,0.001514,0.000199,0.000221,0.000043,0.042438,-0.000236,-0.000000,0.004541,-0.001575,-0.002465,0.000352,0.000000,-0.000054,-0.114460,-0.025096,-0.006179,-0.005426,-0.003963,-0.003490,-0.001386,-0.002288,-0.002666,-0.001539,-0.000409,-0.002470,-0.000958,-0.000002,-0.000000,-0.000095,-0.000005,0.000103,-0.000003,-0.000485,-0.000000,-0.000001,-0.000002,-0.000016,-0.000001,0.000023,0.006029,0.018465,0.094853,0.022979,0.036125,0.068539,0.015429,0.008970,2.153023,0.514345,0.241223,0.200146,0.139301,0.131487,0.094112,0.076088,0.103679,0.091397,0.069767,0.065433,0.046129,0.002147,0.000577,0.002130,0.002631,0.016758,0.003389,0.007186,0.011704,0.002587,0.000258,0.000337,0.000045,0.004098,0.005580,0.010713,0.116078,0.017505,0.024924,0.049333,0.019105,0.006447,1.130625,0.298052,0.132170,0.114604,0.113166,0.102156,0.084767,0.059399,0.087069,0.068645,0.074923,0.062732,0.040249,0.002966,0.000857,0.002912,0.003783,0.011441,0.004715,0.008649,0.010658,0.002076,0.000331,0.000373,0.000052,0.004237,002-Noise
0.026611,0.037142,2.987398,0.120098,0.203331,0.111607,0.013040,0.025662,-25.399274,2.580420,0.181201,0.639666,0.191542,0.111381,0.204467,0.005429,-0.112352,-0.069683,-0.010447,0.021323,0.098140,0.004885,0.000784,0.088599,0.005187,0.019063,0.004589,0.199562,0.001979,0.002930,0.005310,0.025471,0.001336,0.061995,-0.000150,-0.000039,-0.003207,-0.000199,-0.000139,-0.000161,0.000048,-0.000009,-0.007088,-0.003923,-0.000673,0.006433,0.003023,0.000256,0.002484,-0.000098,0.001704,-0.000001,-0.001361,0.002405,0.005257,0.000002,-0.000008,-0.000169,0.000062,-0.000133,0.000003,0.000074,-0.000009,-0.000026,-0.000016,-0.000051,-0.000002,-0.000021,0.016735,0.026465,0.188535,0.021720,0.026371,0.152616,0.007293,0.027625,1.427005,0.720602,0.587225,0.334668,0.305918,0.288268,0.218794,0.268461,0.224998,0.276269,0.263258,0.206080,0.176374,0.007535,0.001296,0.067235,0.004702,0.016163,0.004886,0.092808,0.006295,0.007352,0.007252,0.021500,0.003735,0.022464,0.013829,0.024116,0.233318,0.025923,0.024758,0.118764,0.010005,0.020763,0.959042,0.511901,0.457011,0.316077,0.294536,0.263891,0.226494,0.247940,0.224725,0.244069,0.238756,0.227927,0.219379,0.009950,0.001566,0.087054,0.005976,0.021910,0.005884,0.090986,0.008795,0.009915,0.008327,0.027317,0.005204,0.020390,002-Noise
0.070649,0.082478,3.097016,0.115695,0.135999,0.403667,0.014705,0.093385,-28.348956,-0.697162,-0.236429,0.776588,-0.104616,0.245679,-0.258582,0.430404,-0.036741,-0.173429,0.000714,0.296365,-0.163951,0.002829,0.009027,0.021846,0.007998,0.013960,0.005422,0.011044,0.001857,0.002341,0.010134,0.013507,0.002385,0.014732,-0.000458,0.000835,-0.001901,0.000127,0.000929,-0.007146,0.000110,-0.000399,0.027767,0.010686,-0.031488,0.012575,0.003270,-0.003861,-0.003369,0.004646,0.001838,-0.008436,0.005744,-0.000655,0.001513,0.000002,0.000017,0.000912,-0.000061,-0.000115,-0.000008,0.000001,-0.000002,-0.000030,0.000006,0.000001,-0.000002,0.000205,0.021643,0.081899,0.221027,0.023576,0.033931,0.266257,0.010633,0.024285,3.147079,1.597138,0.808164,0.450280,0.331762,0.281820,0.362599,0.338576,0.277351,0.291660,0.272733,0.282320,0.285216,0.004727,0.018165,0.027197,0.010721,0.015590,0.009527,0.018150,0.003064,0.003804,0.015316,0.018561,0.004894,0.010404,0.014516,0.072600,0.297485,0.027953,0.047575,0.199030,0.010805,0.017605,1.547820,0.906495,0.463537,0.400570,0.317478,0.284104,0.268173,0.241894,0.291669,0.225954,0.245045,0.244568,0.236936,0.005637,0.017883,0.027882,0.012701,0.015318,0.011458,0.017609,0.003528,0.004460,0.015270,0.014589,0.005535,0.011034,002-Noise
0.060998,0.014920,2.978435,0.143297,0.168228,0.463355,0.015715,0.075490,-31.437526,1.212968,-0.102138,-0.032334,0.085470,0.388666,0.308229,0.066509,-0.050028,0.118537,0.330023,0.035172,0.102932,0.007359,0.006667,0.040862,0.005082,0.030989,0.008501,0.039004,0.009005,0.005942,0.005383,0.016251,0.003360,0.027199,-0.000880,-0.001492,-0.005619,-0.000135,0.000792,-0.007536,0.000136,-0.001171,-0.138608,0.037338,0.010884,0.008441,0.005570,-0.002379,-0.003715,0.010197,0.008903,-0.011625,0.000415,0.005616,0.002586,0.000019,0.000003,0.001394,0.000063,0.000956,-0.000003,0.000514,-0.000020,-0.000239,0.000029,0.000103,-0.000007,0.000377,0.027857,0.026053,0.461176,0.040024,0.038115,0.313322,0.009085,0.057924,6.553564,1.523582,0.970122,0.498413,0.416673,0.601421,0.493214,0.450869,0.519922,0.538691,0.411514,0.358226,0.214203,0.012556,0.014498,0.049852,0.012132,0.039440,0.018397,0.052546,0.019339,0.012888,0.009047,0.020969,0.007337,0.014771,0.027277,0.023999,0.594708,0.039289,0.034157,0.291268,0.011125,0.056894,3.428371,0.863338,0.693059,0.493223,0.397292,0.388376,0.459591,0.449044,0.434879,0.477061,0.438909,0.328922,0.250680,0.018895,0.019082,0.050837,0.016699,0.041415,0.021636,0.067490,0.021868,0.014619,0.011303,0.021549,0.009674,0.016540,002-Noise
0.029846,0.006698,3.103574,0.063445,0.076195,0.255329,0.016004,0.040064,-41.027528,0.316286,0.314859,0.175523,0.064706,0.089001,-0.066503,0.278253,0.050954,-0.015654,0.047362,0.060426,-0.048148,0.001227,0.000593,0.009615,0.001801,0.118412,0.001794,0.031276,0.000137,0.000197,0.001461,0.002263,0.001377,0.037300,-0.000191,-0.000001,0.008233,-0.000870,-0.001659,-0.000434,-0.000000,-0.000009,-0.172818,-0.020099,-0.009978,-0.004323,-0.003675,-0.001983,-0.000220,-0.002298,-0.001072,0.001653,-0.000758,0.002305,0.001025,-0.000007,-0.000001,-0.000040,-0.000010,0.000685,-0.000008,-0.001824,-0.000000,-0.000001,-0.000022,-0.000031,-0.000000,-0.000086,0.025727,0.015178,0.197694,0.027410,0.026421,0.250784,0.037259,0.044402,2.660435,0.790504,0.269308,0.186468,0.182411,0.207117,0.130481,0.230027,0.182111,0.144524,0.129595,0.131964,0.094034,0.001537,0.000954,0.012450,0.003738,0.033204,0.003790,0.038631,0.000227,0.000259,0.002079,0.003333,0.002602,0.010284,0.016469,0.015669,0.219045,0.017660,0.023908,0.160101,0.054399,0.032828,1.027393,0.362256,0.236327,0.161189,0.167796,0.188735,0.171814,0.147250,0.163139,0.159044,0.131179,0.153529,0.124733,0.001940,0.001137,0.014392,0.004652,0.025388,0.005524,0.042358,0.000328,0.000339,0.002723,0.004355,0.003177,0.007277,002-Noise
0.089451,0.024094,3.098856,0.148942,0.158936,0.759126,0.008268,0.136860,-33.318843,0.094561,-0.137306,0.311392,-0.322297,0.250099,0.122375,0.045318,-0.135837,0.130009,0.076038,-0.174346,0.095725,0.006706,0.007747,0.017969,0.009347,0.014551,0.004443,0.013025,0.014150,0.004612,0.008188,0.020230,0.004006,0.012128,0.001484,-0.000038,-0.010399,0.000878,-0.001052,-0.000227,0.000150,0.001770,-0.070897,0.020388,0.021746,-0.006166,0.003709,-0.003329,0.003062,0.009553,-0.003225,-0.006723,0.004917,0.000335,-0.003998,-0.000013,-0.000002,-0.000002,-0.000004,-0.000001,-0.000001,0.000013,-0.000064,-0.000068,-0.000031,-0.000008,-0.000018,-0.000019,0.016813,0.025466,0.366001,0.018900,0.018997,0.280057,0.006453,0.040118,1.883071,0.643831,0.419234,0.268282,0.270389,0.299129,0.242764,0.266824,0.241692,0.256158,0.223981,0.202406,0.145626,0.005558,0.005022,0.019139,0.008568,0.009895,0.004723,0.013353,0.017855,0.003383,0.005437,0.011730,0.003143,0.007785,0.015629,0.012446,0.433653,0.020406,0.024770,0.282586,0.008014,0.039741,1.182986,0.622895,0.490052,0.312217,0.375203,0.332739,0.310748,0.285238,0.266720,0.274065,0.239532,0.237533,0.180088,0.007494,0.006103,0.023280,0.009488,0.011648,0.006000,0.015572,0.018349,0.004209,0.007224,0.013894,0.003353,0.009220,002-Noise
0.086384,0.020750,3.210071,0.146771,0.159797,0.767283,0.008530,0.129292,-33.490168,0.115462,-0.189568,0.447354,-0.284841,0.155162,0.140072,0.158920,-0.071437,0.018509,0.093928,-0.131951,-0.004336,0.014017,0.005672,0.016585,0.007349,0.011193,0.005353,0.009984,0.003531,0.003723,0.010006,0.022374,0.003604,0.010414,0.000150,-0.000000,0.001095,0.000192,0.000052,0.003072,0.000020,0.000363,-0.014720,-0.006629,0.002309,0.001251,-0.001435,0.000820,0.001775,0.002284,-0.001982,0.001990,0.000937,0.002164,-0.000530,-0.000010,-0.000048,-0.000203,0.000024,-0.000025,-0.000050,-0.000065,0.000010,-0.000038,-0.000044,0.000481,0.000019,0.000123,0.009962,0.024169,0.138491,0.015504,0.021182,0.231721,0.009697,0.023556,2.612275,0.844639,0.344722,0.304357,0.337946,0.237103,0.217984,0.224402,0.290460,0.228448,0.271748,0.173636,0.160122,0.019016,0.007043,0.012033,0.007049,0.008110,0.005036,0.008069,0.002840,0.003271,0.009673,0.018261,0.003018,0.007141,0.013334,0.011462,0.152998,0.017522,0.026334,0.188701,0.011911,0.021366,1.402969,0.680691,0.376665,0.319520,0.321892,0.283353,0.297327,0.314021,0.318183,0.252746,0.258705,0.229464,0.191935,0.022997,0.009432,0.013970,0.008946,0.009371,0.005305,0.010008,0.003737,0.003788,0.011649,0.018706,0.003396,0.008365,002-Noise
0.010894,0.019526,3.189049,0.029651,0.040088,0.180402,0.008362,0.012160,-45.021543,0.271435,-0.155511,0.033885,-0.006802,0.072105,0.098217,-0.002803,-0.134452,-0.027705,0.130337,0.012109,-0.002024,0.001808,0.000412,0.007398,0.000800,0.130736,0.009025,0.012455,0.007150,0.000623,0.001744,0.001961,0.000171,0.042791,-0.000858,-0.002311,-0.000818,-0.001762,-0.001936,-0.005899,-0.000000,-0.001116,-0.273870,0.018291,0.002155,0.002085,0.007868,-0.009748,-0.003285,-0.001409,0.005998,0.001873,-0.008592,-0.000325,0.003906,-0.000052,-0.000149,-0.000003,-0.000002,0.001665,-0.000006,-0.000035,-0.000006,-0.000001,-0.000001,-0.000002,-0.000003,0.000419,0.007553,0.025100,0.138386,0.019024,0.025759,0.046023,0.019358,0.007417,1.808818,0.493838,0.159017,0.163450,0.104630,0.107441,0.066945,0.084948,0.091344,0.084089,0.073164,0.078442,0.051672,0.002517,0.000861,0.017294,0.001467,0.016262,0.012865,0.021147,0.016353,0.000930,0.003963,0.003801,0.000239,0.006746,0.005917,0.015377,0.171361,0.019172,0.026029,0.052911,0.026426,0.005337,0.676039,0.257260,0.132381,0.098142,0.112969,0.108464,0.048701,0.085763,0.087028,0.101265,0.057309,0.088616,0.065839,0.003047,0.000859,0.015286,0.001409,0.009881,0.013493,0.022899,0.013782,0.000761,0.003918,0.003153,0.000223,0.008472,002-Noise
0.012436,0.018507,3.281977,0.029913,0.032750,0.089031,0.009253,0.012604,-46.290650,0.192459,-0.032547,0.104957,0.007694,0.072806,0.022411,-0.047174,0.035568,0.015799,-0.069656,0.003634,-0.017801,0.004220,0.000299,0.002904,0.000862,0.141520,0.000256,0.000714,0.000247,0.000385,0.004700,0.001232,0.000461,0.040967,-0.000876,-0.000442,0.002069,-0.001452,-0.001587,-0.010523,0.000000,-0.001289,-0.291031,0.000589,-0.001641,-0.004060,0.001650,-0.000215,-0.003340,0.002677,0.006648,-0.003281,0.001513,0.000394,0.000751,-0.000138,-0.000017,-0.000131,-0.000059,0.001613,-0.000024,-0.000131,-0.000025,-0.000182,-0.000044,-0.000013,-0.000016,0.000404,0.006444,0.023293,0.030906,0.020033,0.016357,0.055502,0.032161,0.007479,2.094281,0.169201,0.055657,0.052586,0.042830,0.065531,0.053496,0.067675,0.073772,0.062851,0.063754,0.037147,0.030004,0.005875,0.000390,0.004059,0.001138,0.012356,0.000313,0.001346,0.000566,0.000768,0.008384,0.001819,0.000696,0.003290,0.006221,0.016872,0.031838,0.025198,0.014968,0.038776,0.046748,0.003277,0.487591,0.127470,0.055046,0.045283,0.036702,0.065870,0.043199,0.044160,0.072768,0.051746,0.047086,0.050809,0.031096,0.004002,0.000328,0.003766,0.001177,0.004655,0.000301,0.001715,0.000753,0.000766,0.012053,0.001890,0.000590,0.003388,002-Noise
0.025304,0.016848,2.954756,0.100347,0.146959,0.205019,0.015685,0.028376,-32.734250,1.788059,0.206052,0.311089,0.158764,0.254485,0.079354,0.085124,0.051848,0.058377,0.009700,0.006469,0.021177,0.009424,0.001476,0.028977,0.004014,0.051488,0.003583,0.048879,0.001354,0.002211,0.009806,0.099855,0.002823,0.042079,-0.000381,-0.000098,0.004516,-0.001196,-0.001742,-0.001484,0.000000,-0.000299,-0.265840,-0.024665,-0.000957,-0.001053,0.002922,0.001997,0.001142,0.002009,0.002430,0.000937,0.000527,-0.001273,-0.001246,-0.000296,-0.000020,-0.000249,-0.000082,0.001545,-0.000171,-0.000891,-0.000010,-0.000100,-0.000113,-0.000365,-0.000029,0.000227,0.019426,0.031479,0.296295,0.030791,0.030663,0.233064,0.042517,0.038395,3.789840,0.597685,0.298458,0.246079,0.212882,0.196664,0.199120,0.177254,0.146329,0.143721,0.146954,0.120956,0.128817,0.010605,0.002058,0.018238,0.004346,0.020028,0.004110,0.029690,0.002438,0.003145,0.009707,0.060199,0.005218,0.013865,0.017863,0.037767,0.389575,0.029698,0.030605,0.216468,0.062083,0.036505,2.616176,0.610186,0.340833,0.255619,0.243397,0.238403,0.284838,0.223860,0.196456,0.197139,0.182235,0.175415,0.168691,0.013826,0.002384,0.025367,0.005388,0.018849,0.005115,0.037110,0.002497,0.003814,0.012343,0.064971,0.006911,0.014408,002-Noise
0.120948,0.002098,2.741015,0.150524,0.134789,1.134989,0.002976,0.207822,-29.245368,0.907420,0.051064,0.249806,0.000685,0.046237,-0.125176,0.236851,0.082488,-0.004796,0.082142,-0.051544,0.043310,0.022626,0.004770,0.054688,0.007011,0.010493,0.006065,0.020383,0.002038,0.004120,0.007345,0.009803,0.006531,0.016094,-0.000304,0.000023,-0.015580,-0.000345,0.000482,-0.008279,0.000016,-0.001452,0.025236,0.016128,-0.014853,-0.000479,0.005193,-0.001802,0.003566,-0.011050,-0.003273,-0.004449,0.004357,-0.002686,0.000685,0.000048,0.000098,0.000090,0.000025,0.000034,0.000092,0.000140,0.000051,0.000070,0.000096,0.000086,0.000078,0.000012,0.034111,0.003600,0.537851,0.025084,0.022289,0.421491,0.001366,0.082548,3.025567,0.812336,0.437606,0.352471,0.373212,0.255311,0.273561,0.236242,0.214636,0.187205,0.187593,0.173635,0.162251,0.015177,0.004135,0.042578,0.004763,0.008680,0.006851,0.019130,0.001599,0.003619,0.005800,0.007207,0.004510,0.011905,0.034059,0.003504,0.716974,0.027575,0.027183,0.434738,0.001770,0.091181,2.768414,0.786083,0.517735,0.426149,0.456249,0.340307,0.314090,0.312817,0.262599,0.241649,0.255233,0.247161,0.243701,0.017778,0.005225,0.045130,0.006333,0.010854,0.007992,0.022104,0.001932,0.004872,0.007458,0.008751,0.005734,0.012619,001-Paper
